packet_number,timestamp,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
1,2026-06-27T10:10:50.866627000Z,Data,287,34,-18,920,2,0,0,0,0,0,0,1,0,0
2,2026-06-27T10:10:50.883450000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
3,2026-06-27T10:10:51.704479000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
4,2026-06-27T10:10:52.521915000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
5,2026-06-27T10:10:52.621079000Z,QoS Data,148,34,-13,920,2,8,1,0,0,0,0,1,720,0
8,2026-06-27T10:10:52.628725000Z,QoS Data,131,34,-19,920,2,8,1,0,0,0,0,1,720,0
11,2026-06-27T10:10:52.856016000Z,QoS Data,128,34,-15,920,2,8,1,0,0,0,0,1,720,0
14,2026-06-27T10:10:53.342929000Z,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
15,2026-06-27T10:10:53.891145000Z,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
16,2026-06-27T10:10:54.160349000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
17,2026-06-27T10:10:54.981391000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
19,2026-06-27T10:10:56.619830000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
20,2026-06-27T10:10:56.914796000Z,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
21,2026-06-27T10:10:57.437244000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
22,2026-06-27T10:10:57.644248000Z,QoS Data,148,34,-16,920,2,8,1,0,0,0,0,1,720,0
24,2026-06-27T10:10:57.646651000Z,QoS Data,148,34,-25,920,2,8,0,0,0,0,0,1,720,0
26,2026-06-27T10:10:57.651839000Z,QoS Data,131,34,-17,920,2,8,1,0,0,0,0,1,720,0
29,2026-06-27T10:10:57.855968000Z,QoS Data,128,34,-14,920,2,8,1,0,0,0,0,1,720,0
32,2026-06-27T10:10:58.258278000Z,S1G Beacon,129,34,-19,920,3,1,,,,,,,0,0
34,2026-06-27T10:10:59.075693000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
35,2026-06-27T10:10:59.896724000Z,S1G Beacon,129,34,-20,920,3,1,,,,,,,0,0
36,2026-06-27T10:10:59.938827000Z,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
37,2026-06-27T10:11:00.714159000Z,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
38,2026-06-27T10:11:01.535179000Z,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
39,2026-06-27T10:11:02.352600000Z,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
40,2026-06-27T10:11:02.597632000Z,Data,378,34,-14,920,2,0,0,0,0,0,0,1,0,0
41,2026-06-27T10:11:02.667587000Z,QoS Data,149,34,-16,920,2,8,1,0,0,0,0,1,720,0
43,2026-06-27T10:11:02.669738000Z,QoS Data,149,34,-20,920,2,8,0,0,0,0,0,1,720,0
45,2026-06-27T10:11:02.675026000Z,QoS Data,131,34,-19,920,2,8,1,0,0,0,0,1,720,0
47,2026-06-27T10:11:02.677353000Z,QoS Data,131,34,-20,920,2,8,0,0,0,0,0,1,720,0
49,2026-06-27T10:11:02.701598000Z,Data,387,34,-16,920,2,0,0,0,0,0,0,1,0,0
50,2026-06-27T10:11:02.807321000Z,Data,450,34,-18,920,2,0,0,0,0,0,0,1,0,0
51,2026-06-27T10:11:02.855517000Z,QoS Data,128,34,-13,920,2,8,1,0,0,0,0,1,720,0
53,2026-06-27T10:11:02.858046000Z,QoS Data,128,34,-28,920,2,8,0,0,0,0,0,1,720,0
55,2026-06-27T10:11:02.962881000Z,Data,287,34,-30,920,2,0,0,0,0,0,0,1,0,0
56,2026-06-27T10:11:03.013668000Z,Data,387,34,-33,920,2,0,0,0,0,0,0,1,0,0
57,2026-06-27T10:11:03.119367000Z,Data,426,34,-28,920,2,0,0,0,0,0,0,1,0,0
58,2026-06-27T10:11:03.173624000Z,S1G Beacon,129,34,-24,920,3,1,,,,,,,0,0
59,2026-06-27T10:11:03.223647000Z,Data,458,34,-23,920,2,0,0,0,0,0,0,1,0,0
60,2026-06-27T10:11:03.325685000Z,Data,387,34,-21,920,2,0,0,0,0,0,0,1,0,0
61,2026-06-27T10:11:03.431145000Z,Data,446,34,-19,920,2,0,0,0,0,0,0,1,0,0
62,2026-06-27T10:11:03.535114000Z,Data,440,34,-19,920,2,0,0,0,0,0,0,1,0,0
63,2026-06-27T10:11:03.637734000Z,Data,387,34,-18,920,2,0,0,0,0,0,0,1,0,0
64,2026-06-27T10:11:03.743164000Z,Data,442,34,-19,920,2,0,0,0,0,0,0,1,0,0
65,2026-06-27T10:11:03.847429000Z,Data,452,34,-18,920,2,0,0,0,0,0,0,1,0,0
66,2026-06-27T10:11:03.991051000Z,S1G Beacon,61,34,-18,920,3,1,,,,,,,0,0
67,2026-06-27T10:11:04.812087000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
68,2026-06-27T10:11:05.629496000Z,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
69,2026-06-27T10:11:05.987042000Z,Data,287,34,-17,920,2,0,0,0,0,0,0,1,0,0
70,2026-06-27T10:11:06.450528000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
71,2026-06-27T10:11:07.267954000Z,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
72,2026-06-27T10:11:07.691100000Z,QoS Data,149,34,-12,920,2,8,1,0,0,0,0,1,720,0
75,2026-06-27T10:11:07.700499000Z,QoS Data,131,34,-13,920,2,8,1,0,0,0,0,1,720,0
78,2026-06-27T10:11:07.855595000Z,QoS Data,128,34,-15,920,2,8,1,0,0,0,0,1,720,0
80,2026-06-27T10:11:07.858022000Z,QoS Data,128,34,-19,920,2,8,0,0,0,0,0,1,720,0
82,2026-06-27T10:11:08.906399000Z,S1G Beacon,61,34,-12,920,3,1,,,,,,,0,0
83,2026-06-27T10:11:09.011686000Z,Data,287,34,-12,920,2,0,0,0,0,0,0,1,0,0
84,2026-06-27T10:11:09.727423000Z,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
85,2026-06-27T10:11:10.544843000Z,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
86,2026-06-27T10:11:11.365876000Z,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
87,2026-06-27T10:11:12.035242000Z,Data,287,34,-14,920,2,0,0,0,0,0,0,1,0,0
88,2026-06-27T10:11:12.183303000Z,S1G Beacon,61,34,-13,920,3,1,,,,,,,0,0
89,2026-06-27T10:11:12.715644000Z,QoS Data,148,34,-16,920,2,8,1,0,0,0,0,1,720,0
92,2026-06-27T10:11:12.723702000Z,QoS Data,131,34,-13,920,2,8,1,0,0,0,0,1,720,0
94,2026-06-27T10:11:12.725926000Z,QoS Data,131,34,-19,920,2,8,0,0,0,0,0,1,720,0
96,2026-06-27T10:11:12.855607000Z,QoS Data,128,34,-18,920,2,8,1,0,0,0,0,1,720,0
98,2026-06-27T10:11:12.858242000Z,QoS Data,128,34,-18,920,2,8,0,0,0,0,0,1,720,0
100,2026-06-27T10:11:13.004330000Z,S1G Beacon,129,34,-15,920,3,1,,,,,,,0,0
101,2026-06-27T10:11:13.821753000Z,S1G Beacon,61,34,-19,920,3,1,,,,,,,0,0
102,2026-06-27T10:11:14.642783000Z,S1G Beacon,129,34,-14,920,3,1,,,,,,,0,0
103,2026-06-27T10:11:15.059458000Z,Data,287,34,-16,920,2,0,0,0,0,0,0,1,0,0
104,2026-06-27T10:11:15.460198000Z,S1G Beacon,61,34,-17,920,3,1,,,,,,,0,0
105,2026-06-27T10:11:16.281237000Z,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
106,2026-06-27T10:11:17.098647000Z,S1G Beacon,61,34,-16,920,3,1,,,,,,,0,0
107,2026-06-27T10:11:17.738866000Z,QoS Data,148,34,-13,920,2,8,1,0,0,0,0,1,720,0
110,2026-06-27T10:11:17.746708000Z,QoS Data,131,34,-10,920,2,8,1,0,0,0,0,1,720,0
113,2026-06-27T10:11:17.855675000Z,QoS Data,128,34,-13,920,2,8,1,0,0,0,0,1,720,0
116,2026-06-27T10:11:17.919671000Z,S1G Beacon,129,34,-17,920,3,1,,,,,,,0,0
118,2026-06-27T10:11:18.083444000Z,Data,287,34,-16,920,2,0,0,0,0,0,0,1,0,0
119,2026-06-27T10:11:18.737129000Z,S1G Beacon,61,34,-20,920,3,1,,,,,,,0,0
122,2026-06-27T10:11:19.558140000Z,S1G Beacon,129,34,-16,920,3,1,,,,,,,0,0
123,2026-06-27T10:11:20.375547000Z,S1G Beacon,61,34,-15,920,3,1,,,,,,,0,0
124,2026-06-27T10:11:21.107466000Z,Data,287,34,-19,920,2,0,0,0,0,0,0,1,0,0
125,2026-06-27T10:11:21.196574000Z,S1G Beacon,129,34,-18,920,3,1,,,,,,,0,0
